Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,1.812932,1.804799,1.803250,1.803250,1.414609,38730
1996-01-02,1.800926,1.800926,1.743219,1.743219,1.367517,77460
1996-01-03,1.743219,1.750578,1.750578,1.750578,1.373289,12910
1996-01-04,1.746705,1.758324,1.742832,1.742832,1.367213,64550
1996-01-05,1.738572,1.738572,1.738572,1.738572,1.363871,12910
1996-01-08,1.727340,1.735086,1.665373,1.665373,1.306448,167830
1996-01-09,1.626643,1.649493,1.616961,1.616961,1.268470,309840
1996-01-10,1.616961,1.704102,1.611151,1.703715,1.336526,490580
1996-01-11,1.673119,1.673119,1.673119,1.673119,1.312524,38730
1996-01-12,1.665373,1.703715,1.665373,1.696356,1.330754,77460
1996-01-15,1.673119,1.673119,1.666147,1.666147,1.307055,116190
1996-01-16,1.673119,1.704102,1.642135,1.688610,1.324677,1665392
1996-01-17,1.688610,1.684737,1.549184,1.665373,1.306448,387300
1996-01-18,1.665373,1.665373,1.634389,1.653754,1.297333,129100
1996-01-19,1.634389,1.647944,1.618897,1.620059,1.270900,219470
1996-01-22,1.620059,1.626643,1.587913,1.626643,1.276065,116190
1996-01-23,1.626643,1.626643,1.556930,1.618897,1.269989,167830
1996-01-24,1.618897,1.615024,1.580942,1.597983,1.253582,296930
1996-01-25,1.597983,1.611151,1.572422,1.604180,1.258444,232380
1996-01-26,1.604180,1.604180,1.604180,1.604180,1.258444,0
1996-01-29,1.604180,1.618897,1.573196,1.618897,1.269989,51640
1996-01-30,1.618897,1.642135,1.609215,1.638262,1.285180,1665392
1996-01-31,1.638262,1.634389,1.589850,1.628967,1.277889,77460
1996-02-01,1.628967,1.657627,1.649881,1.649881,1.294295,25820
1996-02-02,1.649881,1.740895,1.704102,1.719207,1.348680,142010
1996-02-05,1.719207,1.779625,1.764133,1.777688,1.394557,116190
1996-02-06,1.777688,1.802863,1.766457,1.766457,1.385746,154920
1996-02-07,1.742832,1.781561,1.719594,1.781561,1.397595,142010
1996-02-08,1.781561,1.859021,1.777688,1.851275,1.452284,348570
1996-02-09,1.897750,1.971336,1.874512,1.971336,1.546469,374390
1996-02-12,1.936093,1.967464,1.897750,1.934156,1.517302,271110
1996-02-13,1.934156,1.974435,1.897750,1.967464,1.543432,503490
1996-02-14,1.951972,2.052669,1.951972,2.040275,1.600550,490580
1996-02-15,2.013939,2.091398,2.013939,2.049570,1.607842,361480
1996-02-16,2.049570,2.153366,2.053443,2.131290,1.671949,1420102
1996-02-19,2.101855,2.137874,2.091398,2.130515,1.671342,890791
1996-02-20,2.130515,2.207200,2.130128,2.166921,1.699901,787511
1996-02-21,2.166921,2.166921,2.166921,2.166921,1.699901,0
1996-02-22,2.166921,2.176603,2.137874,2.169245,1.701724,568040
1996-02-23,2.168857,2.184349,2.168857,2.168857,1.701421,3072584
1996-02-26,2.168857,2.184349,2.169245,2.170019,1.702331,361480
1996-02-27,2.170019,2.172730,2.168857,2.168857,1.701421,1213541
1996-02-28,2.168857,2.176603,2.164985,2.172730,1.704458,542220
1996-02-29,2.172730,2.176603,2.168857,2.169245,1.701724,1097351
1996-03-01,2.169245,2.176603,2.169245,2.171569,1.703548,942431
1996-03-04,2.171569,2.205651,2.168470,2.182026,1.711751,1665392
1996-03-05,2.182026,2.182026,2.182026,2.182026,1.711751,0
1996-03-06,2.182026,2.169245,2.130515,2.130515,1.671342,180740
1996-03-07,2.130515,2.106890,2.068161,2.068161,1.622426,38730
1996-03-08,1.983343,2.068161,1.983343,2.039888,1.600247,619680
1996-03-11,2.091398,2.091398,2.031367,2.072033,1.625464,154920
1996-03-12,2.072033,2.052669,2.029431,2.037564,1.598424,129100
1996-03-13,2.037564,2.068161,2.045310,2.058091,1.614526,77460
1996-03-14,2.058091,2.091398,2.054605,2.054605,1.611792,129100
1996-03-15,2.054605,2.052669,2.029818,2.052669,1.610273,64550
1996-03-18,2.052669,2.044923,2.037177,2.037177,1.598120,180740
1996-03-19,2.037177,2.058478,2.013939,2.033691,1.595385,271110
1996-03-20,2.033691,2.033691,2.033691,2.033691,1.595385,0
1996-03-21,2.033691,2.022072,2.013939,2.022072,1.586271,129100
1996-03-22,2.022072,2.037177,2.029431,2.029431,1.592044,142010
1996-03-25,2.029431,2.021685,2.006193,2.021685,1.585967,64550
1996-03-26,2.021685,2.044923,2.006193,2.044923,1.604197,64550
1996-03-27,2.052669,2.060415,2.052669,2.053056,1.610577,90370
1996-03-28,2.053056,2.067773,2.053056,2.067773,1.622122,90370
1996-03-29,2.067773,2.075906,2.056542,2.075906,1.628502,77460
1996-04-01,2.075906,2.075906,2.075906,2.075906,1.628502,64550
1996-04-02,2.053056,2.130128,2.053056,2.099144,1.646732,374390
1996-04-03,2.099144,2.106890,2.075906,2.101081,1.648251,77460
1996-04-04,2.091398,2.099144,2.075906,2.091398,1.640655,167830
