Date,Open,High,Low,Close,Adj Close,Volume
2001-07-02,29.750000,32.950001,29.750000,32.950001,27.455935,27
2001-07-03,30.799999,31.350000,30.000000,30.500000,25.414442,5700
2001-07-04,30.500000,31.000000,30.000000,30.900000,25.747749,4596
2001-07-05,30.450001,31.500000,30.450001,31.500000,26.247705,7001
2001-07-06,30.250000,31.200001,29.900000,30.299999,25.247789,13875
2001-07-09,29.000000,30.900000,29.000000,30.500000,25.414442,1170
2001-07-10,30.950001,31.450001,30.500000,30.850000,25.706085,7375
2001-07-11,30.500000,31.000000,30.350000,31.000000,25.831076,13702
2001-07-12,31.000000,33.500000,30.500000,32.700001,27.247612,18694
2001-07-13,32.549999,36.500000,32.549999,34.849998,29.039135,31167
2001-07-16,35.000000,36.000000,35.000000,35.400002,29.497425,15675
2001-07-17,34.250000,36.000000,34.000000,35.250000,29.372437,18460
2001-07-18,35.099998,35.849998,35.000000,35.599998,29.664072,16550
2001-07-19,35.250000,36.099998,35.150002,35.799999,29.830727,8931
2001-07-20,34.900002,36.000000,34.900002,35.299999,29.414095,6440
2001-07-23,32.000000,32.000000,32.000000,32.000000,26.664341,100
2001-07-24,34.000000,36.250000,34.000000,36.000000,29.997381,6051
2001-07-25,36.450001,40.000000,35.000000,38.450001,32.038864,48778
2001-07-26,40.000000,40.500000,38.299999,39.450001,32.872128,42840
2001-07-27,38.500000,38.849998,37.700001,38.349998,31.955549,7469
2001-07-30,38.900002,39.000000,37.000000,37.549999,31.288933,5595
2001-07-31,37.000000,37.400002,36.400002,37.150002,30.955618,17950
2001-08-01,42.950001,42.950001,36.500000,38.000000,31.663895,7205
2001-08-02,41.500000,41.500000,36.650002,39.799999,33.163769,10167
2001-08-03,38.650002,40.299999,38.549999,39.799999,33.163769,49207
2001-08-06,40.500000,41.150002,39.200001,40.799999,33.997025,10259
2001-08-07,42.500000,42.500000,39.500000,39.849998,33.205437,9631
2001-08-08,39.400002,40.000000,39.000000,39.950001,33.288750,6455
2001-08-09,38.150002,39.750000,38.000000,39.650002,33.038784,7978
2001-08-10,38.650002,40.500000,38.650002,40.099998,33.413738,9721
2001-08-13,40.000000,40.099998,39.599998,39.900002,33.247089,15800
2001-08-14,39.299999,39.750000,39.250000,39.299999,32.747139,4275
2001-08-15,39.299999,39.299999,39.299999,39.299999,32.747139,0
2001-08-16,40.000000,40.400002,39.400002,40.099998,33.413738,16106
2001-08-17,40.000000,40.000000,37.500000,39.250000,32.705482,5975
2001-08-20,38.500000,38.599998,38.000000,38.349998,31.955549,1400
2001-08-21,39.750000,39.750000,38.849998,39.150002,32.622154,801
2001-08-22,39.150002,39.150002,39.150002,39.150002,32.622154,0
2001-08-23,39.049999,39.049999,37.349998,37.750000,31.455591,2675
2001-08-24,38.500000,38.500000,36.450001,36.650002,30.538994,4323
2001-08-27,38.000000,38.500000,37.000000,37.900002,31.580568,5175
2001-08-28,39.299999,39.299999,36.250000,36.700001,30.580666,6115
2001-08-29,37.500000,37.500000,36.500000,36.950001,30.788975,13710
2001-08-30,37.000000,38.000000,36.549999,37.750000,31.455591,1707
2001-08-31,38.450001,38.450001,37.099998,37.349998,31.122276,6756
2001-09-03,37.349998,38.200001,36.000000,36.849998,30.705648,20206
2001-09-04,35.500000,36.000000,35.500000,35.599998,29.664072,3044
2001-09-05,37.400002,37.400002,35.000000,35.049999,29.205782,16620
2001-09-06,34.900002,35.150002,33.799999,33.950001,28.289192,3952
2001-09-07,33.500000,35.000000,33.500000,34.349998,28.622498,7961
2001-09-10,35.000000,35.599998,34.000000,34.650002,28.872477,5725
2001-09-11,32.099998,34.799999,32.099998,33.549999,27.955894,2750
