Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,5.800000,5.800000,5.750000,5.750000,5.188006,4000
1996-01-02,5.800000,5.850000,5.700000,5.752500,5.190262,24000
1996-01-03,5.752500,5.750000,5.650000,5.700000,5.142894,22000
1996-01-04,5.650000,5.650000,5.550000,5.607500,5.059433,46000
1996-01-05,5.500000,5.550000,5.450000,5.455000,4.921839,20000
1996-01-08,5.455000,5.450000,5.400000,5.400000,4.872214,24000
1996-01-09,5.250000,5.400000,5.250000,5.397500,4.869958,46000
1996-01-10,5.397500,5.450000,5.300000,5.450000,4.917326,10000
1996-01-11,5.400000,5.500000,5.400000,5.500000,4.962440,14000
1996-01-12,5.500000,5.825000,5.650000,5.650000,5.097781,54000
1996-01-15,5.450000,5.450000,5.402500,5.427500,4.897027,10000
1996-01-16,5.427500,5.750000,5.450000,5.710000,5.151917,34000
1996-01-17,5.710000,5.647500,5.465000,5.465000,4.930862,6000
1996-01-18,5.375000,5.500000,5.327500,5.500000,4.962440,48000
1996-01-19,5.325000,5.422500,5.300000,5.415000,4.885749,46000
1996-01-22,5.415000,5.500000,5.350000,5.500000,4.962440,302000
1996-01-23,5.500000,5.400000,5.050000,5.087500,4.590258,32000
1996-01-24,5.087500,5.322500,5.102500,5.322500,4.802289,18000
1996-01-25,5.322500,5.300000,5.000000,5.000000,4.511309,34000
1996-01-26,5.000000,5.000000,5.000000,5.000000,4.511309,0
1996-01-29,5.000000,5.125000,5.050000,5.125000,4.624092,52000
1996-01-30,5.125000,5.247500,5.127500,5.225000,4.714319,58000
1996-01-31,5.250000,5.400000,5.200000,5.327500,4.806801,44000
1996-02-01,5.250000,5.500000,5.250000,5.450000,4.917326,30000
1996-02-02,5.750000,5.775000,5.652500,5.750000,5.188006,44000
1996-02-05,5.750000,5.947500,5.702500,5.707500,5.149661,26000
1996-02-06,5.725000,5.850000,5.600000,5.725000,5.165449,46000
1996-02-07,5.725000,5.700000,5.400000,5.510000,4.971463,48000
1996-02-08,5.650000,5.675000,5.527500,5.545000,5.003043,44000
1996-02-09,5.750000,6.125000,5.750000,6.125000,5.526355,138000
1996-02-12,6.125000,6.550000,6.100000,6.405000,5.778988,204000
1996-02-13,6.302500,6.447500,6.252500,6.300000,5.684251,150000
1996-02-14,6.300000,6.692500,6.500000,6.667500,6.015832,126000
1996-02-15,6.667500,6.650000,6.377500,6.630000,5.981997,2582000
1996-02-16,6.630000,6.607500,6.262500,6.577500,5.934628,5558000
1996-02-19,6.577500,6.345000,6.252500,6.255000,5.643649,40000
1996-02-20,6.255000,6.287500,6.205000,6.250000,5.639137,142000
1996-02-21,6.250000,6.250000,6.250000,6.250000,5.639137,0
1996-02-22,6.250000,6.300000,6.225000,6.225000,5.616580,26000
1996-02-23,6.205000,6.205000,6.100000,6.100000,5.503799,20000
1996-02-26,6.200000,6.250000,6.105000,6.212500,5.605302,48000
1996-02-27,6.212500,6.100000,6.000000,6.100000,5.503799,32000
1996-02-28,6.100000,6.150000,6.000000,6.000000,5.413571,14000
1996-02-29,6.000000,6.000000,5.925000,6.000000,5.413571,28000
1996-03-01,6.000000,6.045000,5.875000,6.002500,5.415826,46000
1996-03-04,6.002500,5.937500,5.877500,5.880000,5.305299,32000
1996-03-05,5.880000,5.880000,5.880000,5.880000,5.305299,0
1996-03-06,5.900000,5.900000,5.752500,5.825000,5.255677,38000
1996-03-07,5.825000,5.800000,5.650000,5.750000,5.188006,26000
1996-03-08,5.750000,5.870000,5.495000,5.855000,5.282743,76000
1996-03-11,5.855000,5.800000,5.667500,5.800000,5.233120,58000
1996-03-12,5.800000,5.750000,5.650000,5.660000,5.106802,54000
1996-03-13,5.660000,5.850000,5.710000,5.810000,5.242142,46000
1996-03-14,5.810000,5.937500,5.775000,5.895000,5.318834,16000
1996-03-15,5.895000,5.950000,5.850000,5.850000,5.278233,60000
1996-03-18,5.600000,5.750000,5.600000,5.750000,5.188006,66000
1996-03-19,5.750000,5.800000,5.700000,5.740000,5.178984,50000
1996-03-20,5.740000,5.740000,5.740000,5.740000,5.178984,0
1996-03-21,5.740000,5.900000,5.800000,5.850000,5.278233,38000
1996-03-22,5.850000,5.750000,5.710000,5.710000,5.151917,32000
1996-03-25,5.700000,5.725000,5.700000,5.725000,5.165449,4000
1996-03-26,5.552500,5.625000,5.550000,5.555000,5.012066,48000
1996-03-27,5.555000,5.750000,5.550000,5.602500,5.054923,48000
1996-03-28,5.602500,5.750000,5.600000,5.690000,5.133871,34000
1996-03-29,5.690000,5.950000,5.720000,5.832500,5.262443,82000
1996-04-01,5.947500,5.947500,5.745000,5.745000,5.183495,18000
